,customerid,id,avgrating
70,62f4a3682efebc3134ce70dc,9087,3
71,62dbc7fd9670f2007f7b6612,7598,1
72,62ebfd1241a0f4be046a5918,9449,1
73,62e9ebf344d9ae2e1d140e68,9507,5
74,6342a725f0f1d21d3ba36655,7266,5
75,634e5478c4fba07861235621,9636,2
76,63395a7df0f1d20165a26d02,6043,1
77,63394cd2f0f1d24a3fa26970,6052,5
78,63394cd2f0f1d24a3fa26970,6052,5
79,634e921fc4fba02ad7236751,9729,4
80,62db8db99670f2007f7937b3,9771,1
81,62db8db99670f2007f7937b3,9771,1
82,63424b74f0f1d26c03a35955,7791,3
83,634e7b76c4fba03457236035,9875,2
84,6295c22bacf828490b7c64e7,2,2
85,62ea8a33a636f05def60688a,3,2
86,62d7e395ec76434350c3b45c,4,4
87,62d7e395ec76434350c3b45c,4,4
88,62d7e395ec76434350c3b45c,4,4
89,62d7e395ec76434350c3b45c,4,4
90,62d7e395ec76434350c3b45c,4,4
91,63296ab92288e00366df9f7b,5,4
92,63296ab92288e00366df9f7b,5,4
94,62d7e395ec76434350c3b45c,6,1
95,62d7e395ec76434350c3b45c,6,1
96,62d7e395ec76434350c3b45c,6,1
97,62d7e395ec76434350c3b45c,6,1
98,62d7e395ec76434350c3b45c,6,1
99,62d7e395ec76434350c3b45c,7,3
100,62d7e395ec76434350c3b45c,7,3
101,62d7e395ec76434350c3b45c,7,3
102,62d7e395ec76434350c3b45c,7,3
103,62d7e395ec76434350c3b45c,7,3
104,628cb023c3ccbfbb1d5f410e,16,3
105,62aae147bdf8c27fd195a994,878,1
106,6364e76a278afe0ef0af85e8,2371,5
107,62db88ce9670f2007f78a939,8,4
108,62d7e395ec76434350c3b45c,9,5
109,62d7e395ec76434350c3b45c,9,5
110,62d7e395ec76434350c3b45c,9,5
111,62d7e395ec76434350c3b45c,9,5
112,62d7e395ec76434350c3b45c,9,5
113,632046856e5b84f81e625d09,10,3
114,62d7e395ec76434350c3b45c,11,3
115,62d7e395ec76434350c3b45c,11,3
116,62d7e395ec76434350c3b45c,11,3
117,62d7e395ec76434350c3b45c,11,3
118,62d7e395ec76434350c3b45c,11,3
119,62dca818ec764396e6c3be21,12,1
120,62dca818ec764396e6c3be21,12,1
121,62d7e395ec76434350c3b45c,13,4
122,62d7e395ec76434350c3b45c,13,4
123,62d7e395ec76434350c3b45c,13,4
124,62d7e395ec76434350c3b45c,13,4
125,62d7e395ec76434350c3b45c,13,4
126,63394352f0f1d20c0ba26716,6053,4
127,628cb023c3ccbfbb1d5f410e,14,2
128,62d7e395ec76434350c3b45c,15,1
129,62d7e395ec76434350c3b45c,15,1
130,62d7e395ec76434350c3b45c,15,1
131,62d7e395ec76434350c3b45c,15,1
132,62d7e395ec76434350c3b45c,15,1
133,636a0b8d8be0ce41c6a2ce7d,63,5
134,62d7e395ec76434350c3b45c,17,3
135,62d7e395ec76434350c3b45c,17,3
136,62d7e395ec76434350c3b45c,17,3
137,62d7e395ec76434350c3b45c,17,3
138,62d7e395ec76434350c3b45c,17,3
139,6295c22bacf828490b7c64e7,18,4
140,62a2dbbaacf828cfb57c7917,19,4
141,62d7e395ec76434350c3b45c,20,1
142,62d7e395ec76434350c3b45c,20,1
143,62d7e395ec76434350c3b45c,20,1
144,62d7e395ec76434350c3b45c,20,1
145,62d7e395ec76434350c3b45c,20,1
146,6295c22bacf828490b7c64e7,21,5
147,62a86c7dcd5763e8e989284c,75,5
148,62d7e395ec76434350c3b45c,22,3
149,62d7e395ec76434350c3b45c,22,3
150,62d7e395ec76434350c3b45c,22,3
151,62d7e395ec76434350c3b45c,22,3
152,62d7e395ec76434350c3b45c,22,3
153,62a2dbbaacf828cfb57c7917,23,3
154,62a2dbbaacf828cfb57c7917,24,5
155,62d7e395ec76434350c3b45c,25,5
156,62d7e395ec76434350c3b45c,25,5
157,62d7e395ec76434350c3b45c,25,5
158,62d7e395ec76434350c3b45c,25,5
159,62d7e395ec76434350c3b45c,25,5
160,628cb023c3ccbfbb1d5f410e,26,3
161,62b7faa283be59b149130ba3,1617,2
162,62d7e395ec76434350c3b45c,27,2
163,62d7e395ec76434350c3b45c,27,2
164,62d7e395ec76434350c3b45c,27,2
165,62d7e395ec76434350c3b45c,27,2
166,62d7e395ec76434350c3b45c,27,2
167,631dddfd6e5b84aec461ffc9,28,3
168,62d7e395ec76434350c3b45c,29,4
169,62d7e395ec76434350c3b45c,29,4
170,62d7e395ec76434350c3b45c,29,4
171,62d7e395ec76434350c3b45c,29,4
172,62d7e395ec76434350c3b45c,29,4
173,634c27bec4fba0693722ff72,30,4
174,62d7e395ec76434350c3b45c,31,5
175,62d7e395ec76434350c3b45c,31,5
176,62d7e395ec76434350c3b45c,31,5
177,62d7e395ec76434350c3b45c,31,5
178,62d7e395ec76434350c3b45c,31,5
179,634c27bec4fba0693722ff72,32,1
180,634c27bec4fba0693722ff72,33,4
181,63a3ed33d45d77601fd74292,2372,2
182,6364e76a278afe0ef0af85e8,2373,4
183,62d7e395ec76434350c3b45c,34,1
184,62d7e395ec76434350c3b45c,34,1
185,62d7e395ec76434350c3b45c,34,1
186,62d7e395ec76434350c3b45c,34,1
187,62d7e395ec76434350c3b45c,34,1
188,634c27bec4fba0693722ff72,35,3
189,632addca2288e03aecdffa2f,36,5
190,62dbd25b9670f2007f7c650b,37,5
191,62f1f6ceef7ba090e9522392,38,1
192,636a0b8d8be0ce41c6a2ce7d,39,1
193,6295c22bacf828490b7c64e7,40,1
194,636a0b8d8be0ce41c6a2ce7d,41,1
195,6295c22bacf828490b7c64e7,42,2
196,636a0b8d8be0ce41c6a2ce7d,43,4
197,62e3c9b311ce2a91ef439493,5814,1
198,62e3c9b311ce2a91ef439493,5814,1
199,6295c22bacf828490b7c64e7,44,4
200,636a0b8d8be0ce41c6a2ce7d,45,3
201,6295c22bacf828490b7c64e7,46,4
202,63a3ed33d45d77601fd74292,2374,4
203,636a0b8d8be0ce41c6a2ce7d,47,2
204,6295c22bacf828490b7c64e7,48,4
205,636a0b8d8be0ce41c6a2ce7d,49,5
206,6295c22bacf828490b7c64e7,50,3
207,636a0b8d8be0ce41c6a2ce7d,51,4
208,63d27d226fee017fa091587d,2737,3
209,632046856e5b84f81e625d09,52,5
210,636a0b8d8be0ce41c6a2ce7d,53,1
211,632046856e5b84f81e625d09,54,4
212,636a0b8d8be0ce41c6a2ce7d,55,2
213,62dbd8ab9670f2007f7d3f22,56,2
214,636a0b8d8be0ce41c6a2ce7d,57,4
215,628cb023c3ccbfbb1d5f410e,58,5
216,636a0b8d8be0ce41c6a2ce7d,59,5
217,62d7e395ec76434350c3b45c,60,2
218,62d7e395ec76434350c3b45c,60,2
219,62d7e395ec76434350c3b45c,60,2
220,62d7e395ec76434350c3b45c,60,2
221,62d7e395ec76434350c3b45c,60,2
222,636a0b8d8be0ce41c6a2ce7d,61,2
223,636a0b8d8be0ce41c6a2ce7d,62,4
224,636a0b8d8be0ce41c6a2ce7d,64,1
225,62dbd8ab9670f2007f7d3e70,5815,1
226,636a0b8d8be0ce41c6a2ce7d,65,1
227,636a0b8d8be0ce41c6a2ce7d,66,4
228,636a0b8d8be0ce41c6a2ce7d,67,3
229,636a0b8d8be0ce41c6a2ce7d,68,1
230,63747bdc82d52e37b16d38f1,2738,1
231,636a0b8d8be0ce41c6a2ce7d,69,4
232,636a0b8d8be0ce41c6a2ce7d,70,3
233,636a0b8d8be0ce41c6a2ce7d,71,3
234,636a0b8d8be0ce41c6a2ce7d,72,2
235,6295c22bacf828490b7c64e7,73,5
236,62e1c5c411ce2a5f2d433858,74,5
237,63491695c4fba03f73227004,76,5
238,63491695c4fba03f73227004,76,5
239,6295c22bacf828490b7c64e7,77,3
240,6370b77cdaf493952385bf81,78,1
241,6295c22bacf828490b7c64e7,79,3
242,6370b77cdaf493952385bf81,80,1
243,62cd3ed8d38cbf27fdc96d7a,2923,4
244,62a9d2997895a8b3f3ff0786,81,1
245,63353e0bf0f1d2f05da1f710,82,5
246,6295c22bacf828490b7c64e7,83,2
247,63353e0bf0f1d2f05da1f710,84,1
248,6295c22bacf828490b7c64e7,85,2
249,62f740b72efebca4aed1e81c,3168,2
250,62f740b72efebca4aed1e81c,3168,2
251,63353e0bf0f1d2f05da1f710,86,5
252,630718b7cf57702ea522b0cb,87,4
253,63353e0bf0f1d2f05da1f710,88,4
254,630718b7cf57702ea522b0cb,89,2
255,630718b7cf57702ea522b0cb,90,1
256,62dbd8ab9670f2007f7d3e66,91,5
257,630718b7cf57702ea522b0cb,760,5
258,63393950f0f1d24524a264c8,5827,5
259,62e3c9b311ce2a91ef439493,5816,2
260,62e3c9b311ce2a91ef439493,5816,2
261,630718b7cf57702ea522b0cb,92,5
262,62dbd8ab9670f2007f7d3e66,93,3
263,630718b7cf57702ea522b0cb,94,1
264,62dbd8ab9670f2007f7d3e66,95,4
265,630718b7cf57702ea522b0cb,96,1
266,638230486e9cd708527d86d7,807,5
267,638230486e9cd708527d86d7,807,5
268,638230486e9cd708527d86d7,807,5
269,638230486e9cd708527d86d7,807,5
270,6367f0af06a67fda92628173,2409,5
271,62dbd8ab9670f2007f7d3e66,97,1
272,630718b7cf57702ea522b0cb,98,3
273,62dbd8ab9670f2007f7d3e66,99,4
274,630718b7cf57702ea522b0cb,100,1
275,62dbd8ab9670f2007f7d3e66,101,2
276,630718b7cf57702ea522b0cb,102,3
277,62dbd8ab9670f2007f7d3e66,103,2
278,630718b7cf57702ea522b0cb,104,3
279,62dbd8ab9670f2007f7d3e66,105,2
280,630718b7cf57702ea522b0cb,106,4
281,62dbd8ab9670f2007f7d3e66,107,1
282,6328552f2288e02232df8555,108,3
283,62dbd8ab9670f2007f7d3e66,109,2
284,6328552f2288e02232df8555,110,5
285,62dbd3d39670f2007f7c926a,111,4
286,62dbd8ab9670f2007f7d3e66,112,4
287,62dbd3d39670f2007f7c926a,113,1
288,6328552f2288e02232df8555,114,1
289,62dbd3d39670f2007f7c926a,115,2
290,6328552f2288e02232df8555,116,5
291,62dbd3d39670f2007f7c926a,117,2
292,6328552f2288e02232df8555,118,5
293,62dbd3d39670f2007f7c926a,119,5
294,62df8a2211ce2a29bc42ddf0,4496,4
295,62df8a2211ce2a29bc42ddf0,4496,4
296,6328552f2288e02232df8555,120,2
297,62dbd3d39670f2007f7c926a,121,2
298,6328552f2288e02232df8555,122,1
299,62dbd3d39670f2007f7c926a,123,2
300,6328552f2288e02232df8555,124,3
301,62f933c4d06fefd1963ba17c,3196,4
302,62dbd3d39670f2007f7c926a,125,5
303,63353e0bf0f1d2f05da1f710,126,2
304,63353e0bf0f1d2f05da1f710,127,5
305,62dbd3d39670f2007f7c926a,128,4
306,63353e0bf0f1d2f05da1f710,129,1
307,62dbd3d39670f2007f7c926a,130,1
308,63353e0bf0f1d2f05da1f710,131,3
309,62dbd3d39670f2007f7c926a,132,5
310,636f4237daf493d8148593a2,133,4
311,62dbd3d39670f2007f7c926a,134,5
312,636f4237daf493d8148593a2,135,2
313,62dbd3d39670f2007f7c926a,136,3
314,636f4237daf493d8148593a2,137,1
315,6331fcd02288e02f38e10399,7100,2
316,633434892288e00638e17613,2662,5
317,62dbd3d39670f2007f7c926a,138,2
318,636f4237daf493d8148593a2,139,5
319,6295c22bacf828490b7c64e7,140,5
320,636f4237daf493d8148593a2,141,1
321,6295c22bacf828490b7c64e7,142,4
322,6339533af0f1d2f959a26b6f,6079,2
323,6373b356daf4937ee5860226,235,2
324,636fa835daf49348e585abc6,143,4
325,62dbd8ab9670f2007f7d3f22,144,4
326,636fa835daf49348e585abc6,145,2
327,62dbc1409670f2007f7af9e9,146,4
328,631c3fc26e5b84f42c61cb36,147,1
329,62fe37efcf57704d392175d1,5817,3
330,6295c22bacf828490b7c64e7,148,3
331,6375ca7f82d52e59d56d6806,272,2
332,63491695c4fba03f73227004,149,3
333,63491695c4fba03f73227004,149,3
334,62a33748acf8288fe67c82f7,150,3
335,63066346cf5770db4b22a792,151,5
336,62fe37efcf57704d392175d1,5818,2
337,6295c22bacf828490b7c64e7,152,1
338,62db89589670f2007f78b9dd,153,5
339,62db89589670f2007f78b9dd,153,5
340,62db89589670f2007f78b9dd,153,5
341,63284e482288e01425df82a4,161,2
342,6372250adaf493e24985daba,154,4
343,62a2dbbaacf828cfb57c7917,155,1
344,6372250adaf493e24985daba,156,2
345,628cb023c3ccbfbb1d5f410e,157,4
346,62dbd8ab9670f2007f7d3e70,158,4
347,63284e482288e01425df82a4,159,5
348,62dbd8ab9670f2007f7d3e70,160,3
349,62aae147bdf8c203e695a992,2687,4
350,62dbd8ab9670f2007f7d3e70,162,1
351,62db857c9670f2007f786ed3,163,2
352,62e3c9b311ce2a91ef439493,5819,2
353,62e3c9b311ce2a91ef439493,5819,2
354,62ea475444d9ae56c514c1fb,5820,2
355,62dbd8ab9670f2007f7d3e70,164,3
356,62dbd8ab9670f2007f7d3f22,165,1
357,62f3834c2efebc15b3cc9701,166,5
358,62f3834c2efebc15b3cc9701,166,5
359,62dbd8ab9670f2007f7d3eef,167,2
360,62dbd8ab9670f2007f7d3eef,167,2
361,63353e0bf0f1d2f05da1f710,168,5
362,63353e0bf0f1d2f05da1f710,169,1
363,632046856e5b84f81e625d09,170,1
364,63353e0bf0f1d2f05da1f710,171,2
365,6333d1472288e0e6aee15a86,5169,3
366,62e796e444d9ae6718129efe,172,1
367,63393950f0f1d24524a264c8,5821,2
368,63301b282288e06c6ae0b8bf,5822,5
369,633980e9f0f1d21e4fa275a8,6080,5
370,63353e0bf0f1d2f05da1f710,173,3
371,6373314ddaf49337ef85ee4e,174,2
372,6373ac07daf49379088601ca,175,4
373,63353e0bf0f1d2f05da1f710,176,4
374,6373ac07daf49379088601ca,177,3
375,63353e0bf0f1d2f05da1f710,178,1
376,62bfd9ea91502d09d52a8a6f,2688,5
377,62dbc6199670f2007f7b4bbf,179,5
378,62dbc6199670f2007f7b4bbf,179,5
379,6372298ddaf493827e85db4e,180,1
380,636b7b3b0aa3ce0fb7b54ca4,181,5
381,6372298ddaf493827e85db4e,182,1
382,628cb023c3ccbfbb1d5f410e,183,4
383,62aae147bdf8c203e695a992,2689,3
384,62e4b94511ce2a83a743c30d,184,2
385,62862820c3ccbf1e955f39ab,185,2
386,6373314ddaf49337ef85ee4e,186,1
387,63353e0bf0f1d2f05da1f710,187,3
388,63284e482288e01425df82a4,188,1
389,6399c60d90829765d1f9bbc1,1256,5
390,62d7e395ec76434350c3b45c,7056,4
391,62d7e395ec76434350c3b45c,7056,4
392,62d7e395ec76434350c3b45c,7056,4
393,62d7e395ec76434350c3b45c,7056,4
394,62d7e395ec76434350c3b45c,7056,4
395,63353e0bf0f1d2f05da1f710,189,1
396,63284e482288e01425df82a4,190,1
397,63284e482288e01425df82a4,191,4
398,637228fadaf49326ab85db1b,192,3
399,6376379482d52ee43c6d7e3b,193,4
400,6376379482d52ee43c6d7e3b,194,3
401,637228fadaf49326ab85db1b,195,3
402,6376379482d52ee43c6d7e3b,196,2
403,62b7faa283be59b149130ba3,2690,2
404,637228fadaf49326ab85db1b,197,3
405,6376379482d52ee43c6d7e3b,198,3
406,637228fadaf49326ab85db1b,199,2
407,63733851daf493195385ef53,200,2
408,63747bdc82d52e37b16d38f1,201,3
409,630ca634cf5770d510233f34,5204,5
410,63353e0bf0f1d2f05da1f710,202,5
411,63733851daf493195385ef53,203,3
412,63353e0bf0f1d2f05da1f710,204,1
413,63353e0bf0f1d2f05da1f710,205,5
414,63353e0bf0f1d2f05da1f710,206,4
416,63353e0bf0f1d2f05da1f710,207,1
417,636fb131daf4935fb085ad8b,208,4
418,633434892288e00638e17613,209,3
419,62dbd8ab9670f2007f7d3eef,210,4
420,62dbd8ab9670f2007f7d3eef,210,4
421,636fb131daf4935fb085ad8b,211,4
422,62dbd8ab9670f2007f7d3eef,212,2
423,62dbd8ab9670f2007f7d3eef,212,2
424,636fb131daf4935fb085ad8b,213,2
425,633434892288e00638e17613,2417,2
426,63393950f0f1d24524a264c8,5823,4
427,6301c7f5cf5770133321ffcc,5824,3
428,62dbd8ab9670f2007f7d3eef,214,1
429,62dbd8ab9670f2007f7d3eef,214,1
430,636fb131daf4935fb085ad8b,215,4
431,62dbd8ab9670f2007f7d3eef,216,1
432,62dbd8ab9670f2007f7d3eef,216,1
433,636fb131daf4935fb085ad8b,217,2
434,62dbd8ab9670f2007f7d3eef,218,4
435,62dbd8ab9670f2007f7d3eef,218,4
436,62eb3d8da636f08e37618980,5338,5
437,636fb131daf4935fb085ad8b,219,3
438,62dbd8ab9670f2007f7d3eef,220,5
439,62dbd8ab9670f2007f7d3eef,220,5
440,636fb131daf4935fb085ad8b,221,4
441,62dbd8ab9670f2007f7d3eef,222,5
442,62dbd8ab9670f2007f7d3eef,222,5
443,636fb131daf4935fb085ad8b,223,1
444,6378387382d52e945d6da9d4,224,3
445,633434892288e00638e17613,225,1
446,6377bbe082d52e2afe6da8d5,226,1
447,6378387382d52e945d6da9d4,227,5
448,6377bbe082d52e2afe6da8d5,228,1
449,63254bae2288e09aa0df24ec,229,1
450,62e27ce311ce2a74744351b6,1263,5
451,6377bbe082d52e2afe6da8d5,230,4
452,63748c5882d52ee95b6d3d92,231,4
453,6377bbe082d52e2afe6da8d5,232,4
454,62aae147bdf8c203e695a992,233,3
455,6377bbe082d52e2afe6da8d5,234,1
456,63397242f0f1d251aca2718c,6109,5
457,6377bbe082d52e2afe6da8d5,236,2
458,6373b356daf4937ee5860226,237,2
459,6377bbe082d52e2afe6da8d5,238,1
460,62e29e0d11ce2ab711435631,239,3
461,62de6170b9aae9be58767e0f,240,2
462,63417df0f0f1d214fea34b59,7312,1
463,62dd8884ec76436090c3d3b4,2691,1
464,62de1924ec7643dc64c3d7ca,241,3
465,637b7086446f563dad6c9bc1,242,1
466,633434892288e00638e17613,243,3
467,637b7086446f563dad6c9bc1,244,2
468,62e385e311ce2a8738436c39,245,1
469,62dbbd0c9670f2007f7aaf73,246,5
470,637b7086446f563dad6c9bc1,247,1
471,62e27ce311ce2a74744351b6,1275,5
472,62dbc1419670f2007f7afab4,248,1
473,637b7086446f563dad6c9bc1,249,3
474,637da132446f561bf36cbd5d,250,5
475,637b7086446f563dad6c9bc1,251,5
476,63393950f0f1d24524a264c8,5825,2
477,637da132446f561bf36cbd5d,252,3
478,633434892288e00638e17613,2692,4
479,637b7086446f563dad6c9bc1,253,3
480,62dba1089670f2007f7a31d5,254,5
481,637da132446f561bf36cbd5d,255,4
482,63353e0bf0f1d2f05da1f710,256,4
483,62dcf162ec764375d8c3c03f,5826,3
484,637da132446f561bf36cbd5d,257,1
485,6379a78082d52e287a6dc49b,258,4
486,63353e0bf0f1d2f05da1f710,273,2
487,637da132446f561bf36cbd5d,259,5
488,6379a78082d52e287a6dc49b,260,5
489,6379a78082d52e287a6dc49b,261,5
490,637da132446f561bf36cbd5d,262,1
491,637ecbfe446f56badc6cd476,263,1
492,637da132446f561bf36cbd5d,264,2
493,6377bbe082d52e2afe6da8d5,265,2
494,62aae147bdf8c27fd195a994,266,1
495,6377bbe082d52e2afe6da8d5,267,3
496,62b048229782512113144a15,268,1
497,62db8db99670f2007f7937b3,6499,5
498,62db8db99670f2007f7937b3,6499,5
499,6377bbe082d52e2afe6da8d5,269,1
500,62aae147bdf8c27fd195a994,270,4
501,63353e0bf0f1d2f05da1f710,271,5
502,6311dff06e5b84236c60a81c,6155,1
503,6375ca7f82d52e59d56d6806,274,4
504,63450fcff0f1d25c0ea3af4c,275,2
505,6375ca7f82d52e59d56d6806,276,4
506,637da1f1446f5608606cbd88,277,2
507,6375ca7f82d52e59d56d6806,278,1
508,637da1f1446f5608606cbd88,279,3
509,6375ca7f82d52e59d56d6806,280,2
510,637da1f1446f5608606cbd88,281,4
511,62dbd25a9670f2007f7c5f85,7378,3
512,6375ca7f82d52e59d56d6806,282,1
513,63284e482288e01425df82a4,283,3
514,6375ca7f82d52e59d56d6806,284,3
515,633434892288e00638e17613,1800,2
516,63284e482288e01425df82a4,285,3
517,6375ca7f82d52e59d56d6806,286,3
518,62f395862efebc747fccce50,287,5
519,630b662dcf577074d0231c50,288,2
520,62f395862efebc747fccce50,289,3
521,633434892288e00638e17613,290,2
522,62f395862efebc747fccce50,291,5
523,62f395862efebc747fccce50,292,3
524,633434892288e00638e17613,293,5
525,63353e0bf0f1d2f05da1f710,294,4
526,63353e0bf0f1d2f05da1f710,295,4
527,63353e0bf0f1d2f05da1f710,296,3
528,63353e0bf0f1d2f05da1f710,297,5
529,6335b6e5f0f1d265baa20e94,5339,3
530,63393c49f0f1d2a427a26546,298,3
531,62aae147bdf8c27fd195a994,299,3
532,63393c49f0f1d2a427a26546,300,5
533,635d605b5d3a6c0c79587a3c,301,3
534,63393c49f0f1d2a427a26546,302,5
535,62dbbffb9670f2007f7adec2,5382,3
536,63400df7f0f1d2e6eba31e06,303,5
537,63393c49f0f1d2a427a26546,304,3
538,62dbe8159670f2007f7d48ce,305,3
539,63393c49f0f1d2a427a26546,306,5
540,62dd1483ec7643f8f4c3c3bc,307,1
541,633434892288e00638e17613,1801,2
542,62f395862efebc747fccce50,308,2
543,62dbd25c9670f2007f7c669d,309,3
544,63543d688cf0f193b16bf99d,310,5
545,62de1924ec7643dc64c3d7ca,311,2
546,62dc4372ec764385a2c3bdff,312,1
547,62db8db99670f2007f7937b3,313,2
548,62db8db99670f2007f7937b3,313,2
549,62dc4372ec764385a2c3bdff,314,1
550,6310fa268d1cb51ae34f438d,315,1
551,637f5a12446f5603546ce52a,1288,4
552,6309bd13cf577018ee22f765,316,5
553,62aae147bdf8c27fd195a994,317,5
554,63543d688cf0f193b16bf99d,318,1
555,63807a0182a555548b1afe54,319,3
556,62b048229782512113144a15,320,3
557,637219fcdaf493320a85d806,321,5
558,62aae147bdf8c27fd195a994,338,4
559,62b048229782512113144a15,322,1
560,62e2b15b11ce2aa73d43580f,323,2
561,633434892288e00638e17613,324,1
562,63066346cf5770db4b22a792,6922,5
563,6375dc3f82d52e996b6d69e1,325,1
564,633434892288e00638e17613,326,4
565,6375dc3f82d52e996b6d69e1,327,3
566,62f395862efebc747fccce50,357,2
567,62f4a3682efebc3134ce70dc,1802,3
568,633434892288e00638e17613,328,3
569,63367deff0f1d2157ea21d00,6635,3
570,637990e882d52e4e426dc252,329,2
571,62dbd8ab9670f2007f7d3ea4,330,1
572,637990e882d52e4e426dc252,331,3
573,637219fcdaf493320a85d806,332,5
574,6364e76a278afe0ef0af85e8,1312,2
575,62dffb9611ce2a1d2d42f87a,333,4
576,62ea0f0344d9ae0968143400,6923,3
577,62ea0f0344d9ae0968143400,6923,3
578,62aae147bdf8c27fd195a994,334,5
579,62f3a92c2efebca0e5cd055a,335,2
580,62aae147bdf8c27fd195a994,336,1
581,63807a0182a555548b1afe54,337,1
582,6364e76a278afe0ef0af85e8,1338,3
583,63807a0182a555548b1afe54,339,5
584,62dbd8ab9670f2007f7d3eef,340,1
585,62dbd8ab9670f2007f7d3eef,340,1
586,63807a0182a555548b1afe54,341,2
587,62dbd8ab9670f2007f7d3eef,342,2
588,62dbd8ab9670f2007f7d3eef,342,2
589,63807a0182a555548b1afe54,343,2
590,637efad6446f565bc36cd6d8,1339,3
591,636f62bfdaf4933818859a76,344,2
592,63807a0182a555548b1afe54,345,3
593,631f8cd26e5b842ad2624294,346,1
594,631f8cd26e5b842ad2624294,346,1
595,63807a0182a555548b1afe54,347,1
596,62dbd8ab9670f2007f7d3ea4,348,3
597,62e654c544d9ae9595122530,389,5
598,62e654c544d9ae9595122530,389,5
599,633938e0f0f1d28c9da264b8,5834,5
600,62dd059cec76437c73c3c1fb,349,5
601,62f395862efebc747fccce50,350,3
602,63400df7f0f1d2e6eba31e06,351,2
603,637daa74446f5627d46cbe68,352,2
604,62f395862efebc747fccce50,353,3
605,62f395862efebc747fccce50,354,1
606,62f395862efebc747fccce50,355,5
607,62f395862efebc747fccce50,356,1
608,62f395862efebc747fccce50,358,4
609,62f395862efebc747fccce50,359,3
610,63787df282d52e55e86db183,360,2
611,62f395862efebc747fccce50,361,5
612,62b0963f9782516e5d14558c,362,1
613,634c22c9c4fba09e7322fe74,390,1
614,634c22c9c4fba09e7322fe74,391,2
615,62f395862efebc747fccce50,363,2
616,634c22c9c4fba09e7322fe74,364,3
617,636326af278afeaf86af5c99,365,2
618,634c22c9c4fba09e7322fe74,366,3
619,6326c9a62288e0877adf5638,367,1
620,62ab2f83bdf8c2313695aeef,433,4
621,63353e88f0f1d27889a1f733,1368,1
